Konten,cleaned_text,tokens,stemmed_tokens,stemmed_text
Jakarta International Marathon 2024 akan digelar Minggu 23 Juni 2024. DLH DKI Jakarta menyatakan kualitas udara Jakarta moderat tepat hari gelaran tersebut.,jakarta international marathon akan digelar minggu juni dlh dki jakarta menyatakan kualitas udara jakarta moderat tepat hari gelaran tersebut,"['jakarta', 'international', 'marathon', 'digelar', 'minggu', 'juni', 'dlh', 'dki', 'jakarta', 'kualitas', 'udara', 'jakarta', 'moderat', 'gelaran']","['jakarta', 'international', 'marathon', 'gelar', 'minggu', 'juni', 'dlh', 'dki', 'jakarta', 'kualitas', 'udara', 'jakarta', 'moderat', 'gelar']",jakarta international marathon gelar minggu juni dlh dki jakarta kualitas udara jakarta moderat gelar
Banyak orang yang belum tahu bahwa kualitas udara yang buruk bisa mempengaruhi tidak hanya kesehatan.,banyak orang  belum tahu bahwa kualitas udara  buruk bisa mempengaruhi tidak hanya kesehatan,"['orang', 'kualitas', 'udara', 'buruk', 'mempengaruhi', 'kesehatan']","['orang', 'kualitas', 'udara', 'buruk', 'pengaruh', 'sehat']",orang kualitas udara buruk pengaruh sehat
"Polusi udara di perkotaan dapat mengganggu kesehatan pernapasan. Yuk, cek cara menjaga kualitas udara di rumah tanpa air purifier.",polusi udara  perkotaan dapat mengganggu kesehatan pernapasan yuk cek cara menjaga kualitas udara  rumah tanpa air purifier,"['polusi', 'udara', 'perkotaan', 'mengganggu', 'kesehatan', 'pernapasan', 'yuk', 'cek', 'menjaga', 'kualitas', 'udara', 'rumah', 'air', 'purifier']","['polusi', 'udara', 'kota', 'ganggu', 'sehat', 'napas', 'yuk', 'cek', 'jaga', 'kualitas', 'udara', 'rumah', 'air', 'purifier']",polusi udara kota ganggu sehat napas yuk cek jaga kualitas udara rumah air purifier
Penyebab kualitas udara di Jabodetabek yang menurun beberapa hari lalu diungkap oleh KLHK. Emisi kendaraan hingga pembakaran sampah menjadi faktor utama.,penyebab kualitas udara  jabodetabek  menurun beberapa hari lalu diungkap oleh klhk emisi kendaraan hingga pembakaran sampah menjadi faktor utama,"['penyebab', 'kualitas', 'udara', 'jabodetabek', 'menurun', 'diungkap', 'klhk', 'emisi', 'kendaraan', 'pembakaran', 'sampah', 'faktor', 'utama']","['sebab', 'kualitas', 'udara', 'jabodetabek', 'turun', 'ungkap', 'klhk', 'emisi', 'kendara', 'bakar', 'sampah', 'faktor', 'utama']",sebab kualitas udara jabodetabek turun ungkap klhk emisi kendara bakar sampah faktor utama
KLHK mengungkap adanya penurunan kuatitas udara di Jakarta. Setidaknya ada 3 faktor yang jadi penyebabnya. Berikut pemaparan KLHK.,klhk mengungkap adanya penurunan kuatitas udara  jakarta setidaknya ada faktor  jadi penyebabnya berikut pemaparan klhk,"['klhk', 'mengungkap', 'penurunan', 'kuatitas', 'udara', 'jakarta', 'faktor', 'penyebabnya', 'pemaparan', 'klhk']","['klhk', 'ungkap', 'turun', 'kuatitas', 'udara', 'jakarta', 'faktor', 'sebab', 'papar', 'klhk']",klhk ungkap turun kuatitas udara jakarta faktor sebab papar klhk
"Jakarta ulang tahun ke-497 pada Sabtu, 22 Juni 2022. Kado terburuk, kualitas udara Jakarta jadi yang terburuk nomor tiga di dunia.",jakarta ulang tahun ke pada sabtu juni kado terburuk kualitas udara jakarta jadi  terburuk nomor tiga  dunia,"['jakarta', 'ulang', 'sabtu', 'juni', 'kado', 'terburuk', 'kualitas', 'udara', 'jakarta', 'terburuk', 'nomor', 'dunia']","['jakarta', 'ulang', 'sabtu', 'juni', 'kado', 'buruk', 'kualitas', 'udara', 'jakarta', 'buruk', 'nomor', 'dunia']",jakarta ulang sabtu juni kado buruk kualitas udara jakarta buruk nomor dunia
Pengembang bisa menjadi prime mover yang memicu penerapan green property terkait aktivitas pengembangan proyeknya.,pengembang bisa menjadi prime mover  memicu penerapan green property terkait aktivitas pengembangan proyeknya,"['pengembang', 'prime', 'mover', 'memicu', 'penerapan', 'green', 'property', 'terkait', 'aktivitas', 'pengembangan', 'proyeknya']","['kembang', 'prime', 'mover', 'picu', 'terap', 'green', 'property', 'kait', 'aktivitas', 'kembang', 'proyek']",kembang prime mover picu terap green property kait aktivitas kembang proyek
"KLHK melaporkan kualitas udara di Jakarta memburuk. Lalu, langkah apa yang sudah dilakukan? Berikut pernyataan-pernyataan dari KLHK.",klhk melaporkan kualitas udara  jakarta memburuk lalu langkah apa  sudah dilakukan berikut pernyataanpernyataan dari klhk,"['klhk', 'melaporkan', 'kualitas', 'udara', 'jakarta', 'memburuk', 'langkah', 'pernyataanpernyataan', 'klhk']","['klhk', 'lapor', 'kualitas', 'udara', 'jakarta', 'buruk', 'langkah', 'pernyataanpernyataan', 'klhk']",klhk lapor kualitas udara jakarta buruk langkah pernyataanpernyataan klhk
Kualitas udara di Jakarta tetap tak sehat meski jalan raya kosong kendaraan.,kualitas udara  jakarta tetap tak sehat meski jalan raya kosong kendaraan,"['kualitas', 'udara', 'jakarta', 'sehat', 'jalan', 'raya', 'kosong', 'kendaraan']","['kualitas', 'udara', 'jakarta', 'sehat', 'jalan', 'raya', 'kosong', 'kendara']",kualitas udara jakarta sehat jalan raya kosong kendara
Pj Gubernur DKI Heru Budi beberapa hari lalu menyoroti teknologi modifikasi cuaca (TMC) untuk memperbaiki kualitas udara. Perlukah TMC dilakukan?,pj gubernur dki heru budi beberapa hari lalu menyoroti teknologi modifikasi cuaca tmc untuk memperbaiki kualitas udara perlukah tmc dilakukan,"['pj', 'gubernur', 'dki', 'heru', 'budi', 'menyoroti', 'teknologi', 'modifikasi', 'cuaca', 'tmc', 'memperbaiki', 'kualitas', 'udara', 'tmc']","['pj', 'gubernur', 'dki', 'heru', 'budi', 'sorot', 'teknologi', 'modifikasi', 'cuaca', 'tmc', 'baik', 'kualitas', 'udara', 'tmc']",pj gubernur dki heru budi sorot teknologi modifikasi cuaca tmc baik kualitas udara tmc
"Polutan utama udara di Jakarta ialah PM 2,5. Berdasarkan situs BMKG, PM 2,5 adalah partikel udara yang berukuran lebih kecil dari 2,5 mikron (mikrometer).",polutan utama udara  jakarta ialah pm berdasarkan situs bmkg pm adalah partikel udara  berukuran lebih kecil dari mikron mikrometer,"['polutan', 'utama', 'udara', 'jakarta', 'pm', 'berdasarkan', 'situs', 'bmkg', 'pm', 'partikel', 'udara', 'berukuran', 'mikron', 'mikrometer']","['polutan', 'utama', 'udara', 'jakarta', 'pm', 'dasar', 'situs', 'bmkg', 'pm', 'partikel', 'udara', 'ukur', 'mikron', 'mikrometer']",polutan utama udara jakarta pm dasar situs bmkg pm partikel udara ukur mikron mikrometer
Kualitas udara Jakarta kembali menjadi sorotan lantaran buruk. KLHK menyebut kondisi udara saat ini tidak separah pada 2023.,kualitas udara jakarta kembali menjadi sorotan lantaran buruk klhk menyebut kondisi udara saat  tidak separah pada,"['kualitas', 'udara', 'jakarta', 'sorotan', 'lantaran', 'buruk', 'klhk', 'menyebut', 'kondisi', 'udara', 'separah']","['kualitas', 'udara', 'jakarta', 'sorot', 'lantar', 'buruk', 'klhk', 'sebut', 'kondisi', 'udara', 'parah']",kualitas udara jakarta sorot lantar buruk klhk sebut kondisi udara parah
Presiden Jokowi berbicara terkait kualitas udara di beberapa kota. Ia yakin kualitas udara di IKN nantinya akan lebih baik dan berada di rentang 0-20.,presiden jokowi berbicara terkait kualitas udara  beberapa kota ia yakin kualitas udara  ikn nantinya akan lebih baik  berada  rentang,"['presiden', 'jokowi', 'berbicara', 'terkait', 'kualitas', 'udara', 'kota', 'kualitas', 'udara', 'ikn', 'rentang']","['presiden', 'jokowi', 'bicara', 'kait', 'kualitas', 'udara', 'kota', 'kualitas', 'udara', 'ikn', 'rentang']",presiden jokowi bicara kait kualitas udara kota kualitas udara ikn rentang
Kolaborasi ini bisa memberikan manfaat bagi masyarakat dan tentunya menjadi pendukung dalam membuat kebijakan.,kolaborasi  bisa memberikan manfaat bagi masyarakat  tentunya menjadi pendukung dalam membuat kebijakan,"['kolaborasi', 'manfaat', 'masyarakat', 'pendukung', 'kebijakan']","['kolaborasi', 'manfaat', 'masyarakat', 'dukung', 'bijak']",kolaborasi manfaat masyarakat dukung bijak
Tanpa disadari polusi ternyata mampu menjadi pemicu berbagai penyakit di tubuh manusia. Apa saja?,tanpa disadari polusi ternyata mampu menjadi pemicu berbagai penyakit  tubuh manusia apa saja,"['disadari', 'polusi', 'pemicu', 'penyakit', 'tubuh', 'manusia']","['sadar', 'polusi', 'picu', 'sakit', 'tubuh', 'manusia']",sadar polusi picu sakit tubuh manusia
"Dinas Lingkungan Hidup (LH) DKI Jakarta mengungkapkan kualitas udara di Jagakarsa, Jakarta Selatan, di kategori tidak sehat pukul 07.00 WIB hari ini.",dinas lingkungan hidup lh dki jakarta mengungkapkan kualitas udara  jagakarsa jakarta selatan  kategori tidak sehat pukul wib hari,"['dinas', 'lingkungan', 'hidup', 'lh', 'dki', 'jakarta', 'kualitas', 'udara', 'jagakarsa', 'jakarta', 'selatan', 'kategori', 'sehat', 'wib']","['dinas', 'lingkung', 'hidup', 'lh', 'dki', 'jakarta', 'kualitas', 'udara', 'jagakarsa', 'jakarta', 'selatan', 'kategori', 'sehat', 'wib']",dinas lingkung hidup lh dki jakarta kualitas udara jagakarsa jakarta selatan kategori sehat wib
Udara di Jakarta pada Jumat pagi ini masuk dalam kategori tidak sehat. Cuaca pagi ini berkabut.,udara  jakarta pada jumat pagi  masuk dalam kategori tidak sehat cuaca pagi  berkabut,"['udara', 'jakarta', 'jumat', 'pagi', 'masuk', 'kategori', 'sehat', 'cuaca', 'pagi', 'berkabut']","['udara', 'jakarta', 'jumat', 'pagi', 'masuk', 'kategori', 'sehat', 'cuaca', 'pagi', 'kabut']",udara jakarta jumat pagi masuk kategori sehat cuaca pagi kabut
Udara yang segar dan berkualitas membuat rumah terasa nyaman dan sehat. Simak 12 cara meningkatkan kualitas udara di rumah berikut ini.,udara  segar  berkualitas membuat rumah terasa nyaman  sehat simak cara meningkatkan kualitas udara  rumah berikut,"['udara', 'segar', 'berkualitas', 'rumah', 'nyaman', 'sehat', 'simak', 'meningkatkan', 'kualitas', 'udara', 'rumah']","['udara', 'segar', 'kualitas', 'rumah', 'nyaman', 'sehat', 'simak', 'tingkat', 'kualitas', 'udara', 'rumah']",udara segar kualitas rumah nyaman sehat simak tingkat kualitas udara rumah
"KLKH menindak 3 perusahaan yang membuat kualitas udara di Jabodetabek menurun. Bergerak di bidang penggilingan aluminium, pengolahan libah B dan B3.",klkh menindak perusahaan  membuat kualitas udara  jabodetabek menurun bergerak  bidang penggilingan aluminium pengolahan libah b  b,"['klkh', 'menindak', 'perusahaan', 'kualitas', 'udara', 'jabodetabek', 'menurun', 'bergerak', 'bidang', 'penggilingan', 'aluminium', 'pengolahan', 'libah', 'b', 'b']","['klkh', 'tindak', 'usaha', 'kualitas', 'udara', 'jabodetabek', 'turun', 'gerak', 'bidang', 'giling', 'aluminium', 'olah', 'libah', 'b', 'b']",klkh tindak usaha kualitas udara jabodetabek turun gerak bidang giling aluminium olah libah b b
Kualitas udara Jakarta dinyatakan tak sehat pagi ini versi IQ Air. Polusi udara Jakarta menempati posisi teratas bersama dengan Kinshasa pada pukul 10.08 WIB.,kualitas udara jakarta dinyatakan tak sehat pagi  versi iq air polusi udara jakarta menempati posisi teratas bersama dengan kinshasa pada pukul wib,"['kualitas', 'udara', 'jakarta', 'dinyatakan', 'sehat', 'pagi', 'versi', 'iq', 'air', 'polusi', 'udara', 'jakarta', 'menempati', 'posisi', 'teratas', 'kinshasa', 'wib']","['kualitas', 'udara', 'jakarta', 'nyata', 'sehat', 'pagi', 'versi', 'iq', 'air', 'polusi', 'udara', 'jakarta', 'tempat', 'posisi', 'atas', 'kinshasa', 'wib']",kualitas udara jakarta nyata sehat pagi versi iq air polusi udara jakarta tempat posisi atas kinshasa wib
Udara di Jakarta siang ini masuk kategori tidak sehat. Kondisi udara Jakarta tampak berkabut.,udara  jakarta siang  masuk kategori tidak sehat kondisi udara jakarta tampak berkabut,"['udara', 'jakarta', 'siang', 'masuk', 'kategori', 'sehat', 'kondisi', 'udara', 'jakarta', 'berkabut']","['udara', 'jakarta', 'siang', 'masuk', 'kategori', 'sehat', 'kondisi', 'udara', 'jakarta', 'kabut']",udara jakarta siang masuk kategori sehat kondisi udara jakarta kabut
"Jokowi menyebut indeks kualitas udara di IKN di bawah 30. Menurutnya, jauh lebih rendah dibandingkan dari Jakarta hingga Singapura.",jokowi menyebut indeks kualitas udara  ikn  bawah menurutnya jauh lebih rendah dibandingkan dari jakarta hingga singapura,"['jokowi', 'menyebut', 'indeks', 'kualitas', 'udara', 'ikn', 'menurutnya', 'rendah', 'dibandingkan', 'jakarta', 'singapura']","['jokowi', 'sebut', 'indeks', 'kualitas', 'udara', 'ikn', 'turut', 'rendah', 'banding', 'jakarta', 'singapura']",jokowi sebut indeks kualitas udara ikn turut rendah banding jakarta singapura
Presiden Joko Widodo berbicara terkait kualitas udara di beberapa kota. Ia yakin kualitas udara di IKN nantinya akan lebih baik dan berada di rentang 0-20.,presiden joko widodo berbicara terkait kualitas udara  beberapa kota ia yakin kualitas udara  ikn nantinya akan lebih baik  berada  rentang,"['presiden', 'joko', 'widodo', 'berbicara', 'terkait', 'kualitas', 'udara', 'kota', 'kualitas', 'udara', 'ikn', 'rentang']","['presiden', 'joko', 'widodo', 'bicara', 'kait', 'kualitas', 'udara', 'kota', 'kualitas', 'udara', 'ikn', 'rentang']",presiden joko widodo bicara kait kualitas udara kota kualitas udara ikn rentang
Tercatat baru ada 13 SPKU yang terbangun hingga 2023. Kemudian SPKU di Jakarta baru ditambah kembali pada 2023 sebanyak sembilan unit.,tercatat baru ada spku  terbangun hingga kemudian spku  jakarta baru ditambah kembali pada sebanyak sembilan unit,"['tercatat', 'spku', 'terbangun', 'spku', 'jakarta', 'ditambah', 'sembilan', 'unit']","['catat', 'spku', 'bangun', 'spku', 'jakarta', 'tambah', 'sembilan', 'unit']",catat spku bangun spku jakarta tambah sembilan unit
Anggota Komisi D DPRD DKI Jakarta dari Fraksi PDI Perjuangan Yuke Yurike meminta Pemprov DKI memperbanyak kawasan rendah emisi atau low emission zone (LEZ).,anggota komisi d dprd dki jakarta dari fraksi pdi perjuangan yuke yurike meminta pemprov dki memperbanyak kawasan rendah emisi atau low emission zone lez,"['anggota', 'komisi', 'd', 'dprd', 'dki', 'jakarta', 'fraksi', 'pdi', 'perjuangan', 'yuke', 'yurike', 'pemprov', 'dki', 'memperbanyak', 'kawasan', 'rendah', 'emisi', 'low', 'emission', 'zone', 'lez']","['anggota', 'komisi', 'd', 'dprd', 'dki', 'jakarta', 'fraksi', 'pdi', 'juang', 'yuke', 'yurike', 'pemprov', 'dki', 'banyak', 'kawasan', 'rendah', 'emisi', 'low', 'emission', 'zone', 'lez']",anggota komisi d dprd dki jakarta fraksi pdi juang yuke yurike pemprov dki banyak kawasan rendah emisi low emission zone lez
Apa itu Stasiun Pemantau Kualitas Udara (SPKU) yang berhubungan dengan Indeks Standar Pencemar Udara (ISPU)? Ini fungsi dan cara kerjanya.,apa itu stasiun pemantau kualitas udara spku  berhubungan dengan indeks standar pencemar udara ispu  fungsi  cara kerjanya,"['stasiun', 'pemantau', 'kualitas', 'udara', 'spku', 'berhubungan', 'indeks', 'standar', 'pencemar', 'udara', 'ispu', 'fungsi', 'kerjanya']","['stasiun', 'pantau', 'kualitas', 'udara', 'spku', 'hubung', 'indeks', 'standar', 'cemar', 'udara', 'ispu', 'fungsi', 'kerja']",stasiun pantau kualitas udara spku hubung indeks standar cemar udara ispu fungsi kerja
Kualitas udara di Jakarta dan Tangerang Selatan (Tangsel) dilaporkan dalam kondisi tak sehat pada siang ini meski sedang memasuki long weekend.,kualitas udara  jakarta  tangerang selatan tangsel dilaporkan dalam kondisi tak sehat pada siang  meski sedang memasuki long weekend,"['kualitas', 'udara', 'jakarta', 'tangerang', 'selatan', 'tangsel', 'dilaporkan', 'kondisi', 'sehat', 'siang', 'memasuki', 'long', 'weekend']","['kualitas', 'udara', 'jakarta', 'tangerang', 'selatan', 'tangsel', 'lapor', 'kondisi', 'sehat', 'siang', 'pasuk', 'long', 'weekend']",kualitas udara jakarta tangerang selatan tangsel lapor kondisi sehat siang pasuk long weekend
"Hampir semua negara di dunia tidak memenuhi standar kualitas udara WHO, kecuali 7 negara ini.",hampir semua negara  dunia tidak memenuhi standar kualitas udara who kecuali negara,"['negara', 'dunia', 'memenuhi', 'standar', 'kualitas', 'udara', 'who', 'kecuali', 'negara']","['negara', 'dunia', 'penuh', 'standar', 'kualitas', 'udara', 'who', 'kecuali', 'negara']",negara dunia penuh standar kualitas udara who kecuali negara
Menteri LHK Siti Nurbaya memberikan tanggapan soal candaan Menteri Keuangan (Menkeu) Sri Mulyani yang menyebut sudah 'hijau'.,menteri lhk siti nurbaya memberikan tanggapan soal candaan menteri keuangan menkeu sri mulyani  menyebut sudah hijau,"['menteri', 'lhk', 'siti', 'nurbaya', 'tanggapan', 'candaan', 'menteri', 'keuangan', 'menkeu', 'sri', 'mulyani', 'menyebut', 'hijau']","['menteri', 'lhk', 'siti', 'nurbaya', 'tanggap', 'canda', 'menteri', 'uang', 'menkeu', 'sri', 'mulyani', 'sebut', 'hijau']",menteri lhk siti nurbaya tanggap canda menteri uang menkeu sri mulyani sebut hijau
"Konsentrasi ini setara 15,4 kali nilai panduan kualitas udara tahunan Organisasi Kesehatan Dunia (WHO).",konsentrasi  setara kali nilai panduan kualitas udara tahunan organisasi kesehatan dunia who,"['konsentrasi', 'setara', 'kali', 'nilai', 'panduan', 'kualitas', 'udara', 'tahunan', 'organisasi', 'kesehatan', 'dunia', 'who']","['konsentrasi', 'tara', 'kali', 'nilai', 'pandu', 'kualitas', 'udara', 'tahun', 'organisasi', 'sehat', 'dunia', 'who']",konsentrasi tara kali nilai pandu kualitas udara tahun organisasi sehat dunia who
"Guna mengendalikan polusi udara yang diakibatkan oleh emisi kendaraan bermotor, Pemprov DKI Jakarta melakukan sejumlah strategi pengendalian transportasi.",guna mengendalikan polusi udara  diakibatkan oleh emisi kendaraan bermotor pemprov dki jakarta melakukan sejumlah strategi pengendalian transportasi,"['mengendalikan', 'polusi', 'udara', 'diakibatkan', 'emisi', 'kendaraan', 'bermotor', 'pemprov', 'dki', 'jakarta', 'strategi', 'pengendalian', 'transportasi']","['kendali', 'polusi', 'udara', 'akibat', 'emisi', 'kendara', 'motor', 'pemprov', 'dki', 'jakarta', 'strategi', 'kendali', 'transportasi']",kendali polusi udara akibat emisi kendara motor pemprov dki jakarta strategi kendali transportasi
"Ada beberapa faktor penyebab kualitas udara Jakarta dan sekitarnya buruk, akhir-akhir ini. Mulai PLTU hingga masyarakat yang hobi bakar-bakar sampah.",ada beberapa faktor penyebab kualitas udara jakarta  sekitarnya buruk akhirakhir  mulai pltu hingga masyarakat  hobi bakarbakar sampah,"['faktor', 'penyebab', 'kualitas', 'udara', 'jakarta', 'buruk', 'akhirakhir', 'pltu', 'masyarakat', 'hobi', 'bakarbakar', 'sampah']","['faktor', 'sebab', 'kualitas', 'udara', 'jakarta', 'buruk', 'akhirakhir', 'pltu', 'masyarakat', 'hobi', 'bakarbakar', 'sampah']",faktor sebab kualitas udara jakarta buruk akhirakhir pltu masyarakat hobi bakarbakar sampah
"Ketiga perusahaan dihentikan operasionalnya karena mencemari udara. Ketiga perusahaan itu berada di Kabupaten Bekasi, Kabupaten Serang, Kabupaten Tangerang.",ketiga perusahaan dihentikan operasionalnya karena mencemari udara ketiga perusahaan itu berada  kabupaten bekasi kabupaten serang kabupaten tangerang,"['ketiga', 'perusahaan', 'dihentikan', 'operasionalnya', 'mencemari', 'udara', 'ketiga', 'perusahaan', 'kabupaten', 'bekasi', 'kabupaten', 'serang', 'kabupaten', 'tangerang']","['tiga', 'usaha', 'henti', 'operasional', 'cari', 'udara', 'tiga', 'usaha', 'kabupaten', 'bekas', 'kabupaten', 'serang', 'kabupaten', 'tangerang']",tiga usaha henti operasional cari udara tiga usaha kabupaten bekas kabupaten serang kabupaten tangerang
Zita yang juga Ketua DPP PAN ini mengatakan ada tiga poin penting yang harus menjadi perhatian dalam penanganan kualitas udara di Jakarta.,zita  juga ketua dpp pan  mengatakan ada tiga poin penting  harus menjadi perhatian dalam penanganan kualitas udara  jakarta,"['zita', 'ketua', 'dpp', 'pan', 'poin', 'perhatian', 'penanganan', 'kualitas', 'udara', 'jakarta']","['zita', 'ketua', 'dpp', 'pan', 'poin', 'perhati', 'tangan', 'kualitas', 'udara', 'jakarta']",zita ketua dpp pan poin perhati tangan kualitas udara jakarta
BMKG mengungkap penyebab kualitas udara di Jakarta buruk kemarin.,bmkg mengungkap penyebab kualitas udara  jakarta buruk kemarin,"['bmkg', 'mengungkap', 'penyebab', 'kualitas', 'udara', 'jakarta', 'buruk', 'kemarin']","['bmkg', 'ungkap', 'sebab', 'kualitas', 'udara', 'jakarta', 'buruk', 'kemarin']",bmkg ungkap sebab kualitas udara jakarta buruk kemarin
"Kualitas udara di dalam rumah perlu menjadi perhatian, terlebih dengan polusi udara yang semakin buruk. Benda-benda ini bisa jadi alternatif air purifier, lho!",kualitas udara  dalam rumah perlu menjadi perhatian terlebih dengan polusi udara  semakin buruk bendabenda  bisa jadi alternatif air purifier lho,"['kualitas', 'udara', 'rumah', 'perhatian', 'polusi', 'udara', 'buruk', 'bendabenda', 'alternatif', 'air', 'purifier', 'lho']","['kualitas', 'udara', 'rumah', 'perhati', 'polusi', 'udara', 'buruk', 'bendabenda', 'alternatif', 'air', 'purifier', 'lho']",kualitas udara rumah perhati polusi udara buruk bendabenda alternatif air purifier lho
"Selain karena polusi, kualitas udara yang buruk juga disebabkan oleh pemanasan global. Bagaimana pengembang merespons kondisi tersebut?",selain karena polusi kualitas udara  buruk juga disebabkan oleh pemanasan global bagaimana pengembang merespons kondisi tersebut,"['polusi', 'kualitas', 'udara', 'buruk', 'disebabkan', 'pemanasan', 'global', 'pengembang', 'merespons', 'kondisi']","['polusi', 'kualitas', 'udara', 'buruk', 'sebab', 'panas', 'global', 'kembang', 'respons', 'kondisi']",polusi kualitas udara buruk sebab panas global kembang respons kondisi
Dinas Lingkungan Hidup DKI Jakarta melakukan pengawasan dan penegakan hukum terhadap Industri/jasa demi atasi polusi udara di Jakarta.,dinas lingkungan hidup dki jakarta melakukan pengawasan  penegakan hukum terhadap industrijasa demi atasi polusi udara  jakarta,"['dinas', 'lingkungan', 'hidup', 'dki', 'jakarta', 'pengawasan', 'penegakan', 'hukum', 'industrijasa', 'atasi', 'polusi', 'udara', 'jakarta']","['dinas', 'lingkung', 'hidup', 'dki', 'jakarta', 'awas', 'tega', 'hukum', 'industrijasa', 'atas', 'polusi', 'udara', 'jakarta']",dinas lingkung hidup dki jakarta awas tega hukum industrijasa atas polusi udara jakarta
Udara di dalam rumah dapat mengandung banyak kotoran yang bisa menyebabkan gangguan kesehatan. Simak cara membersihkan udara rumah di sini.,udara  dalam rumah dapat mengandung banyak kotoran  bisa menyebabkan gangguan kesehatan simak cara membersihkan udara rumah  sini,"['udara', 'rumah', 'mengandung', 'kotoran', 'menyebabkan', 'gangguan', 'kesehatan', 'simak', 'membersihkan', 'udara', 'rumah']","['udara', 'rumah', 'kandung', 'kotor', 'sebab', 'ganggu', 'sehat', 'simak', 'bersih', 'udara', 'rumah']",udara rumah kandung kotor sebab ganggu sehat simak bersih udara rumah
"Kualitas udara DKI Jakarta dan Tangerang Selatan bukan lagi merah, tetapi berada di zona 'ungu' alias sangat tidak sehat pagi ini. Ada apa? Ini datanya.",kualitas udara dki jakarta  tangerang selatan bukan lagi merah tetapi berada  zona ungu alias sangat tidak sehat pagi  ada apa  datanya,"['kualitas', 'udara', 'dki', 'jakarta', 'tangerang', 'selatan', 'merah', 'zona', 'ungu', 'alias', 'sehat', 'pagi', 'datanya']","['kualitas', 'udara', 'dki', 'jakarta', 'tangerang', 'selatan', 'merah', 'zona', 'ungu', 'alias', 'sehat', 'pagi', 'data']",kualitas udara dki jakarta tangerang selatan merah zona ungu alias sehat pagi data
NASA turun ke permukaan laut untuk mengetahui bagaimana kondisi udara. Kira-kira untuk apa tujuannya?,nasa turun ke permukaan laut untuk mengetahui bagaimana kondisi udara kirakira untuk apa tujuannya,"['nasa', 'turun', 'permukaan', 'laut', 'kondisi', 'udara', 'kirakira', 'tujuannya']","['nasa', 'turun', 'muka', 'laut', 'kondisi', 'udara', 'kirakira', 'tuju']",nasa turun muka laut kondisi udara kirakira tuju
Polusi udara ternyata berpotensi mengundang penyakit paru-paru basah atau pneumonia. Dokter mengatakan polusi dapat melemahkan imunitas paru-paru.,polusi udara ternyata berpotensi mengundang penyakit paruparu basah atau pneumonia dokter mengatakan polusi dapat melemahkan imunitas paruparu,"['polusi', 'udara', 'berpotensi', 'mengundang', 'penyakit', 'paruparu', 'basah', 'pneumonia', 'dokter', 'polusi', 'melemahkan', 'imunitas', 'paruparu']","['polusi', 'udara', 'potensi', 'undang', 'sakit', 'paruparu', 'basah', 'pneumonia', 'dokter', 'polusi', 'lemah', 'imunitas', 'paruparu']",polusi udara potensi undang sakit paruparu basah pneumonia dokter polusi lemah imunitas paruparu
Puncak kemarau di Jakarta diprediksi pada Juni mendatang. DLH DKI menyiapkan antisipasi memburuknya kualitas udara di Ibu Kota.,puncak kemarau  jakarta diprediksi pada juni mendatang dlh dki menyiapkan antisipasi memburuknya kualitas udara  ibu kota,"['puncak', 'kemarau', 'jakarta', 'diprediksi', 'juni', 'dlh', 'dki', 'antisipasi', 'memburuknya', 'kualitas', 'udara', 'kota']","['puncak', 'kemarau', 'jakarta', 'prediksi', 'juni', 'dlh', 'dki', 'antisipasi', 'buruk', 'kualitas', 'udara', 'kota']",puncak kemarau jakarta prediksi juni dlh dki antisipasi buruk kualitas udara kota
Pengurus Pusat Kick Boxing Indonesia (PP KBI) terus lakukan upaya peningkatan kualitas pelatih kickboxing. Kini sudah lahir 38 pelatih madya di level nasional.,pengurus pusat kick boxing indonesia pp kbi terus lakukan upaya peningkatan kualitas pelatih kickboxing kini sudah lahir pelatih madya  level nasional,"['pengurus', 'pusat', 'kick', 'boxing', 'indonesia', 'pp', 'kbi', 'lakukan', 'upaya', 'peningkatan', 'kualitas', 'pelatih', 'kickboxing', 'lahir', 'pelatih', 'madya', 'level', 'nasional']","['urus', 'pusat', 'kick', 'boxing', 'indonesia', 'pp', 'kbi', 'laku', 'upaya', 'tingkat', 'kualitas', 'latih', 'kickboxing', 'lahir', 'latih', 'madya', 'level', 'nasional']",urus pusat kick boxing indonesia pp kbi laku upaya tingkat kualitas latih kickboxing lahir latih madya level nasional
Jakarta dinobatkan sebagai kota dengan cuaca terburuk ke 3 di dunia setelah Beijing (China) dan Kinshasa (Kongo).,jakarta dinobatkan sebagai kota dengan cuaca terburuk ke  dunia setelah beijing china  kinshasa kongo,"['jakarta', 'dinobatkan', 'kota', 'cuaca', 'terburuk', 'dunia', 'beijing', 'china', 'kinshasa', 'kongo']","['jakarta', 'nobat', 'kota', 'cuaca', 'buruk', 'dunia', 'beijing', 'china', 'kinshasa', 'kongo']",jakarta nobat kota cuaca buruk dunia beijing china kinshasa kongo
